id,ACTION
539,0.987870
540,0.945971
541,0.997009
542,0.977609
543,0.922850
544,0.968509
545,0.988426
546,0.994064
547,0.889337
548,0.706626
549,0.915818
550,0.884150
551,0.970358
552,0.951663
553,0.995915
554,0.918827
555,0.996873
556,0.987158
557,0.989488
558,0.968733
559,0.978033
560,0.981900
561,0.996481
562,0.992613
563,0.995978
564,0.752562
565,0.999461
566,0.972736
567,0.958645
568,0.867766
569,0.990785
570,0.981513
571,0.414723
572,0.994870
573,0.956276
574,0.428381
575,0.999443
576,0.994927
577,0.991677
578,0.993236
579,0.834639
580,0.978988
581,0.990581
582,0.990323
583,0.997544
584,0.896713
585,0.995430
586,0.989723
587,0.935144
588,0.992711
589,0.996935
590,0.939673
591,0.979489
592,0.999184
593,0.966435
594,0.988405
595,0.998458
596,0.997871
597,0.994481
598,0.871770
599,0.974780
600,0.973035
601,0.989197
602,0.969094
603,0.999759
604,0.994839
605,0.979699
606,0.995978
607,0.991366
608,0.997044
609,0.979937
610,0.822227
611,0.991871
612,0.987787
613,0.995560
614,0.752680
615,0.999341
616,0.537919
617,0.951607
618,0.996295
619,0.987637
620,0.998751
621,0.997699
622,0.969088
623,0.987832
624,0.920303
625,0.905670
626,0.995320
627,0.993773
628,0.954343
629,0.996304
630,0.998003
631,0.997248
632,0.968965
633,0.998041
634,0.998013
635,0.940780
636,0.994065
637,0.979784
638,0.992060
639,0.968320
640,0.987921
641,0.997914
642,0.973479
643,0.980011
644,0.995734
645,0.998502
646,0.761373
647,0.996822
648,0.954923
649,0.997882
650,0.892263
651,0.993005
652,0.998200
653,0.509894
654,0.980584
655,0.940311
656,0.995428
657,0.990534
658,0.995729
659,0.995850
660,0.966565
661,0.991593
662,0.995425
663,0.995490
664,0.994502
665,0.948877
666,0.618676
667,0.962262
668,0.979293
669,0.960477
670,0.491019
671,0.980348
672,0.979360
673,0.694271
674,0.978363
675,0.972333
676,0.992556
677,0.966862
678,0.997419
679,0.996553
680,0.990223
681,0.534132
682,0.982091
683,0.998065
684,0.991518
685,0.963174
686,0.976642
687,0.991059
688,0.996327
689,0.996924
690,0.998537
691,0.999377
692,0.997851
693,0.936210
694,0.996780
695,0.984413
696,0.718201
697,0.999291
698,0.996515
699,0.997142
700,0.990624
701,0.980129
702,0.995250
703,0.973607
704,0.967325
705,0.907790
706,0.820205
707,0.921321
708,0.998157
709,0.980626
710,0.993925
711,0.900586
712,0.944200
713,0.992854
714,0.998676
715,0.988137
716,0.865825
717,0.994111
718,0.960110
719,0.993690
720,0.993838
721,0.978929
722,0.998154
723,0.985566
724,0.984524
725,0.987372
726,0.963131
727,0.997785
728,0.999128
729,0.910428
730,0.953512
731,0.961212
732,0.999736
733,0.999710
734,0.999977
735,0.989331
736,0.782509
737,0.993565
738,0.996323
739,0.981773
740,0.997607
741,0.992987
742,0.995814
743,0.992502
744,0.998652
745,0.995271
746,0.993987
747,0.986403
748,0.996925
749,0.991406
750,0.999939
751,0.998502
752,0.988129
753,0.969801
754,0.980491
755,0.991987
756,0.717113
757,0.999343
758,0.987017
759,0.940780
760,0.952741
761,0.959528
762,0.962135
763,0.959827
764,0.966534
765,0.993674
766,0.982990
767,0.990803
768,0.995308
769,0.984446
770,0.985833
771,0.998964
772,0.991858
773,0.997946
774,0.994797
775,0.977802
776,0.857699
777,0.966781
778,0.990753
779,0.996025
780,0.515431
781,0.821857
782,0.987421
783,0.997705
784,0.979719
785,0.701813
786,0.975431
787,0.996206
788,0.974638
789,0.982472
790,0.944186
791,0.988561
792,0.994343
793,0.926925
794,0.984862
795,0.997115
796,0.947090
797,0.998724
798,0.997953
799,0.984316
800,0.999435
801,0.997578
802,0.990497
803,0.859398
804,0.996184
805,0.987586
806,0.997774
807,0.961807
808,0.926694
809,0.997862
810,0.995984
811,0.990511
812,0.414276
813,0.998367
814,0.977086
815,0.877978
816,0.999484
817,0.999321
818,0.997178
819,0.993307
820,0.960605
821,0.979501
822,0.997337
823,0.998376
824,0.995096
825,0.995316
826,0.951469
827,0.999251
828,0.992975
829,0.995291
830,0.993949
831,0.826837
832,0.999939
833,0.998182
834,0.995157
835,0.999553
836,0.960432
837,0.994341
838,0.998213
839,0.928758
840,0.976634
841,0.952927
842,0.998002
843,0.996563
844,0.997530
845,0.996641
846,0.992529
847,0.997774
848,0.997890
849,0.953798
850,0.543946
851,0.997468
852,0.991093
853,0.995865
854,0.198224
855,0.985683
856,0.994692
857,0.971490
858,0.994462
859,0.985967
860,0.999504
861,0.992934
862,0.976642
863,0.996970
864,0.940839
865,0.119218
866,0.970724
867,0.992729
868,0.982964
869,0.981806
870,0.997474
871,0.989559
872,0.981234
873,0.996193
874,0.852700
875,0.995674
876,0.983881
877,0.987628
878,0.985034
879,0.993296
880,0.986732
881,0.963367
882,0.996169
883,0.997488
884,0.964057
885,0.980509
886,0.999285
887,0.871294
888,0.995248
889,0.984400
890,0.999690
891,0.994595
892,0.965137
893,0.863468
894,0.997984
895,0.995366
896,0.987293
897,0.857978
898,0.969191
899,0.850777
900,0.996797
901,0.985005
902,0.992233
903,0.991602
904,0.993959
905,0.999459
906,0.998860
907,0.999783
908,0.999660
909,0.957660
910,0.954872
911,0.923021
912,0.993391
913,0.999142
914,0.998628
915,0.983239
916,0.961823
917,0.985457
918,0.989366
919,0.997091
920,0.993804
921,0.978443
922,0.984483
923,0.888410
924,0.975374
925,0.877147
926,0.995523
927,0.996002
928,0.998709
929,0.996955
930,0.999830
931,0.997494
932,0.994033
933,0.993425
934,0.994294
935,0.966496
936,0.949552
937,0.994408
938,0.993503
939,0.989873
940,0.916582
941,0.990318
942,0.998138
943,0.781361
944,0.994186
945,0.910951
946,0.986390
947,0.989070
948,0.933864
949,0.998042
950,0.990807
951,0.998755
952,0.774118
953,0.980908
954,0.990181
955,0.903893
956,0.307561
957,0.988912
958,0.978269
959,0.571478
960,0.958553
961,0.982744
962,0.994367
963,0.987881
964,0.966433
965,0.977187
966,0.921279
967,0.991837
968,0.942542
969,0.951903
970,0.954059
971,0.995974
972,0.999086
973,0.997575
974,0.993713
975,0.982561
976,0.979139
977,0.997396
978,0.923376
979,0.927499
980,0.739855
981,0.998230
982,0.991386
983,0.999790
984,0.149501
985,0.997198
986,0.983627
987,0.999692
988,0.986130
989,0.997296
990,0.910207
991,0.604525
992,0.973163
993,0.999983
994,0.996869
995,0.992291
996,0.997096
997,0.647149
998,0.990491
999,0.986787
1000,0.998677
1001,0.997197
1002,0.921913
1003,0.939190
1004,0.985616
1005,0.964264
1006,0.954366
1007,0.991384
1008,0.996161
1009,0.999317
1010,0.992943
1011,0.998434
1012,0.920847
1013,0.995241
1014,0.986102
1015,0.996691
1016,0.999340
1017,0.483901
1018,0.989371
1019,0.972633
1020,0.998233
1021,0.998631
1022,0.968013
1023,0.978329
1024,0.983784
1025,0.892231
1026,0.923021
1027,0.993874
1028,0.959890
1029,0.995058
1030,0.993202
1031,0.982879
1032,0.999850
1033,0.998674
1034,0.992549
1035,0.999533
1036,0.997861
1037,0.978573
1038,0.991574
1039,0.982870
1040,0.994138
1041,0.995462
1042,0.991752
1043,0.562480
1044,0.735102
1045,0.912977
1046,0.991103
1047,0.998932
1048,0.995827
1049,0.627724
1050,0.998544
1051,0.995570
1052,0.991314
1053,0.999291
1054,0.884674
1055,0.994683
1056,0.973170
1057,0.984396
1058,0.998207
1059,0.997596
1060,0.995020
1061,0.976763
1062,0.882205
1063,0.975663
1064,0.979230
1065,0.999633
1066,0.993941
1067,0.997505
1068,0.907897
1069,0.971132
1070,0.996645
1071,0.837991
1072,0.995093
1073,0.747415
1074,0.966917
1075,0.999492
1076,0.992104
1077,0.982434
1078,0.989437
1079,0.988289
1080,0.898651
1081,0.999943
1082,0.998395
1083,0.992688
1084,0.995954
1085,0.947049
1086,0.999572
1087,0.953035
1088,0.991050
1089,0.993314
1090,0.998033
1091,0.985036
1092,0.994959
1093,0.995322
1094,0.996318
1095,0.999771
1096,0.995709
1097,0.996494
1098,0.996611
1099,0.990169
1100,0.990115
1101,0.874362
1102,0.982401
1103,0.999162
1104,0.625384
1105,0.997548
1106,0.999546
1107,0.998545
1108,0.989974
1109,0.996748
1110,0.996977
1111,0.997735
1112,0.993989
1113,0.995533
1114,0.871245
1115,0.800099
1116,0.995874
1117,0.961020
1118,0.957984
1119,0.955001
1120,0.969171
1121,0.991175
1122,0.779957
1123,0.962601
1124,0.987208
1125,0.994115
1126,0.987245
1127,0.996275
1128,0.997849
1129,0.996958
1130,0.996372
1131,0.867530
1132,0.962885
1133,0.999696
1134,0.996232
1135,0.826636
1136,0.992737
1137,0.996117
1138,0.998710
1139,0.998843
1140,0.795416
1141,0.991419
1142,0.977693
1143,0.996441
1144,0.986485
1145,0.993943
1146,0.999278
1147,0.984927
1148,0.991452
1149,0.996969
1150,0.997978
1151,0.999690
1152,0.999496
1153,0.999792
1154,0.543683
1155,0.999810
1156,0.997821
1157,0.964459
1158,0.748416
1159,0.992167
1160,0.922781
1161,0.995358
1162,0.993978
1163,0.958059
1164,0.995248
1165,0.998821
1166,0.974616
1167,0.991941
1168,0.996344
1169,0.962980
1170,0.936958
1171,0.992991
1172,0.994852
1173,0.996696
1174,0.942051
1175,0.998576
1176,0.992825
1177,0.997691
1178,0.994378
1179,0.998297
1180,0.625964
1181,0.478659
1182,0.982004
1183,0.976402
1184,0.980943
1185,0.999034
1186,0.982684
1187,0.987298
1188,0.556418
1189,0.984934
1190,0.993380
1191,0.995652
1192,0.999255
1193,0.997032
1194,0.988954
1195,0.997831
1196,0.978154
1197,0.991590
1198,0.994907
1199,0.999225
1200,0.997832
1201,0.988100
1202,0.998949
1203,0.996370
1204,0.987506
1205,0.995738
1206,0.989338
1207,0.979908
1208,0.999191
1209,0.768477
1210,0.971037
1211,0.993030
1212,0.987719
1213,0.982918
1214,0.975036
1215,0.999035
1216,0.937276
1217,0.973742
1218,0.988887
1219,0.992289
1220,0.887420
1221,0.994899
1222,0.979930
1223,0.998865
1224,0.961902
1225,0.997660
1226,0.989024
1227,0.987872
1228,0.992354
1229,0.987905
1230,0.999308
1231,0.994735
1232,0.994735
1233,0.999833
1234,0.990415
1235,0.980381
1236,0.996549
1237,0.988476
1238,0.967086
1239,0.997557
1240,0.944702
1241,0.982417
1242,0.987985
1243,0.989263
1244,0.999569
1245,0.995034
1246,0.928753
1247,0.984169
1248,0.998670
1249,0.949247
1250,0.998549
1251,0.867948
1252,0.911725
1253,0.999605
1254,0.994856
1255,0.997197
1256,0.999056
1257,0.790984
1258,0.990303
1259,0.991475
1260,0.998803
1261,0.998873
1262,0.988218
1263,0.993564
1264,0.987104
1265,0.995436
1266,0.992611
1267,0.998372
1268,0.996519
1269,0.986957
1270,0.998166
1271,0.985338
1272,0.998058
1273,0.984809
1274,0.916413
1275,0.998273
1276,0.995802
1277,0.963385
1278,0.985087
1279,0.996150
1280,0.980642
1281,0.998935
1282,0.987383
1283,0.988819
1284,0.987557
1285,0.999442
1286,0.999771
1287,0.842085
1288,0.975029
1289,0.960539
1290,0.998366
1291,0.991153
1292,0.978690
1293,0.997204
1294,0.976166
1295,0.996995
1296,0.981998
1297,0.996428
1298,0.991327
1299,0.950980
1300,0.521265
1301,0.970688
1302,0.858936
1303,0.996391
1304,0.991635
1305,0.917791
1306,0.996832
1307,0.999648
1308,0.995335
1309,0.993625
1310,0.989442
1311,0.988147
1312,0.997673
1313,0.763053
1314,0.988294
1315,0.993390
1316,0.996567
1317,0.993136
1318,0.996534
1319,0.996834
1320,0.871677
1321,0.918700
1322,0.999498
1323,0.998590
1324,0.998768
1325,0.997935
1326,0.981346
1327,0.901157
1328,0.990337
1329,0.999188
1330,0.994437
1331,0.997479
1332,0.988043
1333,0.941832
1334,0.977637
1335,0.910198
1336,0.991761
1337,0.994273
1338,0.998681
1339,0.781602
1340,0.995862
1341,0.982543
1342,0.987359
1343,0.995874
1344,0.991055
1345,0.997089
1346,0.989306
1347,0.994554
1348,0.978629
1349,0.991176
1350,0.997880
1351,0.939436
1352,0.980630
1353,0.979357
1354,0.995710
1355,0.978356
1356,0.992329
1357,0.825468
1358,0.809308
1359,0.168740
1360,0.496085
1361,0.980676
1362,0.993498
1363,0.998941
1364,0.951651
1365,0.994297
1366,0.975951
1367,0.998026
1368,0.992259
1369,0.995102
1370,0.966665
1371,0.994036
1372,0.973201
1373,0.854997
1374,0.990077
1375,0.999871
1376,0.972243
1377,0.996371
1378,0.995044
1379,0.973359
1380,0.990939
1381,0.998789
1382,0.974398
1383,0.994657
1384,0.996114
1385,0.985717
1386,0.993700
1387,0.974160
1388,0.918165
1389,0.993490
1390,0.998510
1391,0.092674
1392,0.961775
1393,0.940134
1394,0.990021
1395,0.875650
1396,0.975179
1397,0.989427
1398,0.998776
1399,0.940414
1400,0.984336
1401,0.998152
1402,0.994030
1403,0.994073
1404,0.993904
1405,0.983795
1406,0.995122
1407,0.951333
1408,0.993918
1409,0.961447
1410,0.995552
1411,0.975251
1412,0.992492
1413,0.570180
1414,0.936486
1415,0.984423
1416,0.955975
1417,0.946209
1418,0.985869
1419,0.999773
1420,0.985868
1421,0.994644
1422,0.988591
1423,0.980961
1424,0.996251
1425,0.987271
1426,0.988087
1427,0.999614
1428,0.983884
1429,0.252762
1430,0.990073
1431,0.973294
1432,0.995017
1433,0.168567
1434,0.652006
1435,0.985374
1436,0.989272
1437,0.979551
1438,0.982048
1439,0.987203
1440,0.987732
1441,0.938316
1442,0.996284
1443,0.994547
1444,0.996891
1445,0.996855
1446,0.998859
1447,0.984709
1448,0.984510
1449,0.995520
1450,0.982701
1451,0.987561
1452,0.997088
1453,0.995909
1454,0.941673
1455,0.971299
1456,0.929896
1457,0.990511
1458,0.998169
1459,0.996953
1460,0.991998
1461,0.997575
1462,0.151290
1463,0.998603
1464,0.689817
1465,0.995041
1466,0.994984
1467,0.980131
1468,0.991953
1469,0.967079
1470,0.961642
1471,0.984341
1472,0.971765
1473,0.982131
1474,0.999912
1475,0.999411
1476,0.995153
1477,0.953331
1478,0.997592
1479,0.994933
1480,0.992365
1481,0.996131
1482,0.670170
1483,0.978074
1484,0.981994
1485,0.990171
1486,0.990981
1487,0.963045
1488,0.955289
1489,0.998863
1490,0.962017
1491,0.999809
1492,0.978783
1493,0.983732
1494,0.910965
1495,0.978686
1496,0.997290
1497,0.990437
1498,0.992584
1499,0.998052
1500,0.998095
1501,0.995307
1502,0.685679
1503,0.982488
1504,0.980964
1505,0.998781
1506,0.955048
1507,0.991476
1508,0.958967
1509,0.997170
1510,0.996700
1511,0.990189
1512,0.997948
1513,0.992383
1514,0.985924
1515,0.899728
1516,0.955421
1517,0.367340
1518,0.975475
1519,0.997201
1520,0.997301
1521,0.992243
1522,0.979367
1523,0.927215
1524,0.934100
1525,0.998977
1526,0.990828
1527,0.986201
1528,0.987293
1529,0.984533
1530,0.996226
1531,0.990663
1532,0.994447
1533,0.994967
1534,0.997967
1535,0.999640
1536,0.954844
1537,0.996402
1538,0.999151
1539,0.988369
1540,0.996742
1541,0.999538
1542,0.977040
1543,0.964602
1544,0.995800
1545,0.999452
1546,0.989554
1547,0.979811
1548,0.995128
1549,0.998663
1550,0.994478
1551,0.994864
1552,0.995687
1553,0.998764
1554,0.993921
1555,0.974847
1556,0.993152
1557,0.969849
1558,0.997052
1559,0.987619
1560,0.899353
1561,0.984597
1562,0.704036
1563,0.443825
1564,0.988666
1565,0.975895
1566,0.980934
1567,0.991843
1568,0.923745
1569,0.988788
1570,0.977112
1571,0.900366
1572,0.994455
1573,0.210606
1574,0.999759
1575,0.975590
1576,0.984823
1577,0.995768
1578,0.905623
1579,0.996057
1580,0.531919
1581,0.999617
1582,0.990299
1583,0.970917
1584,0.998823
1585,0.986546
1586,0.982069
1587,0.973392
1588,0.998609
1589,0.993446
1590,0.997788
1591,0.990611
1592,0.999264
1593,0.991691
1594,0.990128
1595,0.114508
1596,0.937427
1597,0.996425
1598,0.989889
1599,0.198610
1600,0.977595
1601,0.983147
1602,0.980179
1603,0.980503
1604,0.988468
1605,0.973680
1606,0.995818
1607,0.925875
1608,0.950681
1609,0.960318
1610,0.776867
1611,0.999336
1612,0.985229
1613,0.997155
1614,0.802960
1615,0.995613
1616,0.992328
1617,0.495964
1618,0.978555
1619,0.998114
1620,0.991988
1621,0.955792
1622,0.908499
1623,0.980910
1624,0.992913
1625,0.993018
1626,0.995930
1627,0.436444
1628,0.628834
1629,0.996012
1630,0.978741
1631,0.998023
1632,0.977425
1633,0.949145
1634,0.980467
1635,0.987586
1636,0.988240
1637,0.990559
1638,0.976110
1639,0.947806
1640,0.995356
1641,0.998927
1642,0.453139
1643,0.998665
1644,0.995636
1645,0.919539
1646,0.990347
1647,0.980439
1648,0.997005
1649,0.984100
1650,0.981228
1651,0.984530
1652,0.999343
1653,0.999890
1654,0.999622
1655,0.994636
1656,0.989755
1657,0.991279
1658,0.992076
1659,0.933756
1660,0.999407
1661,0.999260
1662,0.992912
1663,0.963153
1664,0.999124
1665,0.959472
1666,0.977341
1667,0.987126
1668,0.998873
1669,0.992913
1670,0.995525
1671,0.804881
1672,0.969593
1673,0.979394
1674,0.994172
1675,0.331059
1676,0.545423
1677,0.993870
1678,0.984558
1679,0.997683
1680,0.998837
1681,0.994765
1682,0.965191
1683,0.997166
1684,0.985032
1685,0.999404
1686,0.999612
1687,0.983719
1688,0.996032
1689,0.991099
1690,0.991263
1691,0.992267
1692,0.999107
1693,0.998012
1694,0.924138
1695,0.999183
1696,0.991287
1697,0.985730
1698,0.917258
1699,0.985305
1700,0.995119
1701,0.989532
1702,0.998309
1703,0.856789
1704,0.979258
1705,0.938672
1706,0.962946
1707,0.998844
1708,0.987014
1709,0.998943
1710,0.999377
1711,0.996129
1712,0.987427
1713,0.632178
1714,0.995832
1715,0.990154
1716,0.999833
1717,0.777466
1718,0.195580
1719,0.993474
1720,0.952537
1721,0.991911
1722,0.998793
1723,0.994345
1724,0.999133
1725,0.985873
1726,0.993708
1727,0.998391
1728,0.997280
1729,0.987684
1730,0.993755
1731,0.952279
1732,0.920148
1733,0.993776
1734,0.968388
1735,0.993736
1736,0.962163
1737,0.998490
1738,0.997166
1739,0.995503
1740,0.997730
1741,0.800752
1742,0.999443
1743,0.998559
1744,0.943997
1745,0.995528
1746,0.998095
1747,0.946203
1748,0.943605
1749,0.999471
1750,0.979244
1751,0.987780
1752,0.992777
1753,0.998516
1754,0.999142
1755,0.948598
1756,0.992351
1757,0.995864
1758,0.979719
1759,0.998177
1760,0.991038
1761,0.882779
1762,0.830577
1763,0.995796
1764,0.995623
1765,0.984395
1766,0.977375
1767,0.999512
1768,0.626801
1769,0.743410
1770,0.983618
1771,0.981266
1772,0.999784
1773,0.967472
1774,0.979787
1775,0.999509
1776,0.931422
1777,0.971658
1778,0.970455
1779,0.998928
1780,0.874124
1781,0.966146
1782,0.868352
1783,0.981864
1784,0.988764
1785,0.997207
1786,0.988894
1787,0.942517
1788,0.896996
1789,0.971305
1790,0.998645
1791,0.632599
1792,0.994083
1793,0.991902
1794,0.877950
1795,0.983611
1796,0.905488
1797,0.981386
1798,0.994819
1799,0.996307
1800,0.999075
1801,0.995872
1802,0.998471
1803,0.988922
1804,0.995843
1805,0.859180
1806,0.741768
1807,0.999629
1808,0.994299
1809,0.999095
1810,0.992514
1811,0.998403
1812,0.998644
1813,0.476615
1814,0.556449
1815,0.972636
1816,0.998681
1817,0.983062
1818,0.993237
1819,0.913218
1820,0.994142
1821,0.997743
1822,0.991768
1823,0.960203
1824,0.801855
1825,0.999952
1826,0.986221
1827,0.996865
1828,0.945146
1829,0.998288
1830,0.943760
1831,0.997789
1832,0.999027
1833,0.995827
1834,0.985207
1835,0.977064
1836,0.999280
1837,0.995822
1838,0.905385
1839,0.993722
1840,0.988954
1841,0.870578
1842,0.990365
1843,0.995307
1844,0.921440
1845,0.995611
1846,0.986667
1847,0.993379
1848,0.994213
1849,0.995268
1850,0.998552
1851,0.972411
1852,0.995586
1853,0.776957
1854,0.996993
1855,0.947152
1856,0.997737
1857,0.994343
1858,0.461695
1859,0.997334
1860,0.848308
1861,0.994653
1862,0.999410
1863,0.954725
1864,0.970148
1865,0.986835
1866,0.993251
1867,0.992598
1868,0.992480
1869,0.940691
1870,0.923071
1871,0.999099
1872,0.973411
1873,0.488177
